game_id,matchup,date,name,usage %,minutes,jokic_playing
0022500405,DEN vs. UTA,2025-12-22,Tim Hardaway Jr.,22.63,25,True
0022500450,DEN @ MIA,2025-12-29,Tim Hardaway Jr.,22.4,28,True
0022500668,DEN vs. DET,2026-01-27,Jonas Valančiūnas,22.36,31,False
0022500026,DEN @ POR,2025-10-31,Peyton Watson,22.36,23,True
0022500260,DEN @ NOP,2025-11-19,Jamal Murray,22.28,36,True
0022501208,DEN @ SAC,2025-12-11,Jonas Valančiūnas,22.23,19,True
0022500104,DEN vs. PHX,2025-10-25,Aaron Gordon,22.2,25,True
0022500478,DEN @ CLE,2026-01-02,Tim Hardaway Jr.,22.19,28,False
0022500037,DEN vs. GSW,2025-11-07,Christian Braun,22.19,32,True
0022500520,DEN @ BOS,2026-01-07,Zeke Nnaji,22.18,25,False
0022500386,DEN vs. HOU,2025-12-20,Jamal Murray,22.11,34,True
0022500726,DEN @ NYK,2026-02-04,Julian Strawther,22.08,17,True
0022500767,DEN vs. CLE,2026-02-09,Jamal Murray,22.06,36,True
0022500340,DEN @ ATL,2025-12-05,Tim Hardaway Jr.,22.01,27,True
0022500575,DEN @ DAL,2026-01-14,Aaron Gordon,22.0,30,False
0022500507,DEN @ PHI,2026-01-05,Zeke Nnaji,21.99,32,False
0022500026,DEN @ POR,2025-10-31,Aaron Gordon,21.76,32,True
0022500695,DEN vs. LAC,2026-01-30,Tim Hardaway Jr.,21.7,25,True
0022500189,DEN vs. IND,2025-11-08,Peyton Watson,21.64,27,True
0022500640,DEN @ MIL,2026-01-23,Jalen Pickett,21.62,34,False
0022500468,DEN @ TOR,2025-12-31,Tim Hardaway Jr.,21.34,30,False
0022500716,DEN @ DET,2026-02-03,Peyton Watson,21.26,38,True
0022500537,DEN vs. ATL,2026-01-09,Zeke Nnaji,21.26,21,False
0022500232,DEN @ MIN,2025-11-15,Aaron Gordon,21.2,36,True
0022500496,DEN @ BKN,2026-01-04,Tim Hardaway Jr.,21.19,34,False
0022500178,DEN vs. MIA,2025-11-05,Jamal Murray,21.05,34,True
0022501208,DEN @ SAC,2025-12-11,Cameron Johnson,21.05,32,True
0022500605,DEN vs. CHA,2026-01-18,Julian Strawther,21.04,20,False
0022500076,DEN vs. SAS,2025-11-28,Cameron Johnson,20.98,38,True
0022500468,DEN @ TOR,2025-12-31,Jonas Valančiūnas,20.92,23,False
0022500189,DEN vs. IND,2025-11-08,Julian Strawther,20.82,22,True
0022500162,DEN vs. SAC,2025-11-03,Bruce Brown,20.75,23,True
0022500248,DEN vs. CHI,2025-11-17,Tim Hardaway Jr.,20.69,16,True
0022500224,DEN @ LAC,2025-11-12,Aaron Gordon,20.62,31,True
0022500162,DEN vs. SAC,2025-11-03,Aaron Gordon,20.36,30,True
0022500076,DEN vs. SAS,2025-11-28,Tim Hardaway Jr.,20.34,28,True
0022500716,DEN @ DET,2026-02-03,Julian Strawther,20.29,23,True
0022500178,DEN vs. MIA,2025-11-05,Tim Hardaway Jr.,20.19,24,True
0022500726,DEN @ NYK,2026-02-04,Peyton Watson,20.05,33,True
0022500415,DEN @ DAL,2025-12-23,Tim Hardaway Jr.,20.05,29,True
0022500433,DEN @ ORL,2025-12-27,Tim Hardaway Jr.,19.98,33,True
0022500315,DEN vs. DAL,2025-12-01,Bruce Brown,19.97,20,True
0022500260,DEN @ NOP,2025-11-19,Jonas Valančiūnas,19.95,16,True
0022500054,DEN @ HOU,2025-11-21,Bruce Brown,19.84,21,True
0022500575,DEN @ DAL,2026-01-14,Jalen Pickett,19.7,27,False
0022500767,DEN vs. CLE,2026-02-09,Christian Braun,19.68,32,True
0022500605,DEN vs. CHA,2026-01-18,Bruce Brown,19.67,18,False
0022500340,DEN @ ATL,2025-12-05,Cameron Johnson,19.66,35,True
0022500629,DEN @ WAS,2026-01-22,Aaron Gordon,19.59,33,False
0022500076,DEN vs. SAS,2025-11-28,Nikola Jokić,19.52,36,True
0022500537,DEN vs. ATL,2026-01-09,Hunter Tyson,19.51,27,False
0022500554,DEN vs. MIL,2026-01-11,Zeke Nnaji,19.51,28,False
0022500554,DEN vs. MIL,2026-01-11,Tim Hardaway Jr.,19.45,35,False
0022500433,DEN @ ORL,2025-12-27,Julian Strawther,19.39,17,True
0022500315,DEN vs. DAL,2025-12-01,Jamal Murray,19.33,26,True
0022500026,DEN @ POR,2025-10-31,Nikola Jokić,19.2,37,True
0022500299,DEN @ PHX,2025-11-29,Spencer Jones,19.16,27,True
0022500008,DEN @ MIN,2025-10-27,Nikola Jokić,19.07,36,True
0022500104,DEN vs. PHX,2025-10-25,Christian Braun,19.05,31,True
0022500076,DEN vs. SAS,2025-11-28,Spencer Jones,18.97,23,True
0022500104,DEN vs. PHX,2025-10-25,Cameron Johnson,18.94,25,True
0022501208,DEN @ SAC,2025-12-11,Tim Hardaway Jr.,18.81,25,True
0022500617,DEN vs. LAL,2026-01-20,Aaron Gordon,18.79,32,False
0022500162,DEN vs. SAC,2025-11-03,Christian Braun,18.79,31,True
0022500104,DEN vs. PHX,2025-10-25,Nikola Jokić,18.76,32,True
0022500076,DEN vs. SAS,2025-11-28,Bruce Brown,18.74,19,True
0022500695,DEN vs. LAC,2026-01-30,Jamal Murray,18.68,36,True
0022500640,DEN @ MIL,2026-01-23,Zeke Nnaji,18.62,37,False
